IDLE_STOP,2023-09-14,17:35:45
IDLE_STOP,2023-09-14,17:56:23
IDLE_START,2023-09-14,17:56:43
IDLE_STOP,2023-09-15,10:52:09
IDLE_STOP,2023-09-15,10:53:39
IDLE_STOP,2023-09-15,10:55:02
IDLE_START,2023-09-15,10:55:04
IDLE_STOP,2023-09-15,10:55:24
IDLE_STOP,2023-09-15,11:00:51
IDLE_START,2023-09-15,11:00:56
IDLE_STOP,2023-09-15,11:01:06
IDLE_STOP,2023-09-15,12:07:20
IDLE_START,2023-09-15,12:07:30
IDLE_STOP,2023-09-15,12:08:17
IDLE_START,2023-09-15,12:09:48
IDLE_STOP,2023-09-15,12:20:24
IDLE_START,2023-09-15,12:22:56
IDLE_STOP,2023-09-15,12:27:05
IDLE_START,2023-09-15,12:27:15
IDLE_STOP,2023-09-15,12:33:20
IDLE_STOP,2023-09-15,12:35:03
IDLE_START,2023-09-15,12:35:23
IDLE_STOP,2023-09-15,12:36:00
IDLE_START,2023-09-15,12:44:12
IDLE_STOP,2023-09-15,12:44:35
IDLE_START,2023-09-15,12:45:39
IDLE_START,2023-09-15,12:45:46
IDLE_STOP,2023-09-15,12:45:49
IDLE_STOP,2023-09-15,12:48:09
IDLE_STOP,2023-09-15,12:50:11
IDLE_START,2023-09-15,12:50:23
IDLE_START,2023-09-15,12:50:31
IDLE_STOP,2023-09-15,12:50:33
IDLE_STOP,2023-09-15,12:51:01
IDLE_START,2023-09-15,12:51:10
IDLE_STOP,2023-09-15,12:51:41
IDLE_START,2023-09-15,12:51:51
IDLE_STOP,2023-09-15,12:52:11
IDLE_START,2023-09-15,12:52:21
IDLE_START,2023-09-15,12:52:31
IDLE_STOP,2023-09-15,12:52:31
IDLE_STOP,2023-09-15,13:01:04
IDLE_START,2023-09-15,13:01:26
IDLE_STOP,2023-09-15,13:01:36
IDLE_START,2023-09-15,13:02:04
IDLE_STOP,2023-09-15,13:02:14
